INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, vars_reduced_depth_1, vars_reduced_depth_4, vars_reduced_depth_16, vars_reduced_depth_64, vars_reduced_depth_256, LP_OBJ, LPSLack_mean, LPSLack_coeff_variation, LPSLack_min, LPSLack_max, lpIntRatio, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, unit_featuretime, lpTIME, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.58441.cnf, 2137.0, 20654.0, 2137.0, 20654.0, 0.0, 0.0, 0.103466641, 1.0, 0.0, 1.0, 1.0, 0.0, 0.001036146, 0.477749528, 0.000935891, 0.00655124, 0.288841446, 0.0, 0.952745231, 0.955069236, 0.001036146, 0.214295889, 0.000387334, 0.001888254, 2.925091058, 0.70582701, 0.0678794, 0.25, 0.846153846, 2.826774368, 0.000890896, 0.249234369, 0.000242084, 0.001743004, 2.925091058, 0.951922146, 0.000890896, 0.249234369, 0.000242084, 0.001743004, 0.00046089, 2.386483632, 0.000242084, 0.01515445, 0.436634082, 0.31855503, 0.20673026, 0.006369427, 0.333333333, 0.269538534, 6.016070503, 0.020901806, 6.0, 7.0, 0.082324223, 48.0, 0.375, 30.0, 66.0, 66.0, 30.0, 66.0, 30.0, 66.0, 42.596969697, 0.089137085, 38.8, 46.393939394, 46.393939394, 38.8, 46.393939394, 38.8, 46.393939394, 0.807955113, 0.101571307, 0.030663167, 0.92944692, 0.882643043, 0.712414942, 0.860336548, 0.779440847, 0.82738368, 0.01493964, 0.108228245, 0.009940206, 0.018700722, 0.016994791, 0.012790892, 0.016125916, 0.013822035, 0.015004978, 0.0, 0.0, 0.056153486, 0.099204492, 0.79129621, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 74.049, 5.79602, 807.566, 0.0889835, 812.0, 782.0, 841.0, 2.87102, 0.204544, 0.975927, 0.0842606, 48.5158, 0.570301, 813.084, 0.0286888, 812.0, 779.0, 841.0, 1.96765, 0.749777, 0.985037, 0.00567284, 0.524422051, 0.897708849, 0.09, 0.0, 0.02, 0.54, 2.01, 0.09, 0.12, 0.16, 4.02, 2.13, 2.2, 2.0
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.34115.cnf, 787.0, 6548.0, 787.0, 6548.0, 0.0, 0.0, 0.120189371, 1.0, 0.0, 1.0, 1.0, 0.0, 0.002836448, 0.446316125, 0.002541296, 0.01270648, 0.346773276, 0.0, 0.93845449, 0.944868662, 0.002836448, 0.199328949, 0.001069029, 0.004123396, 2.696118413, 0.661202932, 0.083307554, 0.142857143, 0.777777778, 2.675943676, 0.002378293, 0.237727746, 0.000610874, 0.003665241, 2.696118413, 0.935858277, 0.002378293, 0.237727746, 0.000610874, 0.003665241, 0.001429228, 2.001671611, 0.000763592, 0.024893097, 0.537304369, 0.314334233, 0.232017333, 0.012195122, 0.333333333, 0.361819526, 5.863867684, 0.059733684, 5.0, 7.0, 0.419915724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.773324399, 0.140854548, 0.074351643, 0.894348758, 0.860447325, 0.657882713, 0.839341454, 0.746624994, 0.802543144, 0.015123955, 0.097357701, 0.010406758, 0.01844479, 0.017070599, 0.013126652, 0.016196766, 0.014134826, 0.015177312, 0.015247776, 0.035578145, 0.124523507, 0.459974587, 0.753494282, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.8432, 0.518887, 292.285, 0.0481299, 292.0, 275.0, 310.0, 2.76425, 0.203985, 0.97703, 0.00660421, 20.2657, 3.7071, 293.026, 0.0655733, 293.0, 277.0, 312.0, 1.72098, 0.479246, 0.976338, 0.0456123, 0.722605886, 0.995513781, 0.02, 0.0, 0.01, 0.13, 0.25, 0.02, 0.04, 0.04, 41.78, 2.17, 2.22, 2.0
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.24427.cnf, 1199.0, 11129.0, 1199.0, 11129.0, 0.0, 0.0, 0.107736544, 1.0, 0.0, 1.0, 1.0, 0.0, 0.001853538, 0.467992512, 0.001668057, 0.01000834, 0.295891426, 0.0, 0.949860724, 0.951747686, 0.001853538, 0.177244919, 0.000898553, 0.002965226, 2.702269233, 0.69919055, 0.05796076, 0.4, 0.818181818, 2.641890362, 0.001583972, 0.207409093, 0.000628987, 0.00269566, 2.702269233, 0.949591158, 0.001583972, 0.207409093, 0.000628987, 0.00269566, 0.000853258, 2.238331222, 0.000449277, 0.021385569, 0.440631483, 0.317807873, 0.212231268, 0.008368201, 0.333333333, 0.271927096, 5.880634391, 0.055133206, 5.0, 6.0, 0.365659104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.806147676, 0.083508469, 0.263347597, 0.912954424, 0.87148946, 0.72226886, 0.849487875, 0.780692915, 0.821871462, 0.015235896, 0.093130791, 0.011236199, 0.018760868, 0.017101469, 0.013382453, 0.016270663, 0.014252278, 0.015272709, 0.0, 0.010842369, 0.034195163, 0.267723103, 0.768974145, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.938, 0.516194, 453.631, 0.0660282, 454.0, 433.0, 478.0, 2.94211, 0.197082, 0.981431, 0.0050365, 22.8556, 0.611085, 454.811, 0.0390542, 455.0, 431.0, 476.0, 2.03064, 0.594536, 0.984098, 0.00552838, 0.723988917, 0.994825212, 0.04, 0.0, 0.01, 0.26, 0.64, 0.05, 0.06, 0.09, 38.65, 2.16, 2.26, 2.0
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.56251.cnf, 1485.0, 14426.0, 1485.0, 14426.0, 0.0, 0.0, 0.102939138, 1.0, 0.0, 1.0, 1.0, 0.0, 0.001491182, 0.478341194, 0.001346801, 0.008754209, 0.284122161, 0.0, 0.95348676, 0.955843616, 0.001491182, 0.202283569, 0.000623874, 0.002356856, 2.87880696, 0.708432269, 0.065599567, 0.333333333, 0.823529412, 2.780670593, 0.001283224, 0.235065428, 0.000415916, 0.002148898, 2.87880696, 0.952793567, 0.001283224, 0.235065428, 0.000415916, 0.002148898, 0.00066047, 2.382900075, 0.000346596, 0.019686677, 0.42729791, 0.31879547, 0.205191477, 0.007017544, 0.333333333, 0.263041387, 5.977088949, 0.025032247, 5.0, 6.0, 0.109161808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.810277691, 0.098339181, 0.097466978, 0.910995473, 0.880960894, 0.721321151, 0.860575431, 0.785226508, 0.828831775, 0.015024699, 0.09995916, 0.010815274, 0.018701324, 0.017053215, 0.013038229, 0.016169335, 0.013927914, 0.015046196, 0.0, 0.0, 0.032323232, 0.14006734, 0.763636364, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33.664, 6.73587, 566.316, 0.0708323, 568.0, 545.0, 594.0, 2.94286, 0.187066, 0.97833, 0.0632075, 30.0825, 0.62376, 567.371, 0.0318618, 568.5, 543.0, 589.0, 2.16726, 0.668435, 0.985513, 0.00576529, 0.662497269, 0.993991025, 0.05, 0.0, 0.01, 0.39, 1.02, 0.04, 0.09, 0.12, 27.64, 2.14, 2.24, 2.0
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.33096.cnf, 3511.0, 39457.0, 3511.0, 39457.0, 0.0, 0.0, 0.088982943, 1.0, 0.0, 1.0, 1.0, 0.0, 0.000625401, 0.505491659, 0.000569638, 0.004557106, 0.230269256, 0.0, 0.964822465, 0.965633474, 0.000625401, 0.201375963, 0.000228096, 0.001013762, 3.015367817, 0.745677681, 0.058164248, 0.333333333, 0.85, 2.797886428, 0.000549369, 0.22924621, 0.000152064, 0.00093773, 3.015367817, 0.96441696, 0.000549369, 0.22924621, 0.000152064, 0.00093773, 0.000244422, 2.783201303, 0.00012672, 0.009985554, 0.344865465, 0.322154549, 0.180821139, 0.005063291, 0.333333333, 0.203180079, 6.007194245, 0.014068671, 6.0, 7.0, 0.042668116, 85.205882353, 0.445067283, 19.0, 186.0, 136.0, 31.0, 108.0, 63.0, 81.0, 33.800376894, 0.20341311, 20.48, 46.92, 43.919642857, 26.094594595, 39.901960784, 29.042253521, 33.838235294, 0.836887635, 0.077518169, 0.077628377, 0.930598781, 0.894687334, 0.762471911, 0.879058918, 0.813867302, 0.852177389, 0.0148794, 0.104597967, 0.010199415, 0.018983641, 0.016948862, 0.012838393, 0.015977977, 0.01376984, 0.01485736, 0.0, 0.002563372, 0.011107946, 0.06636286, 0.320706351, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 49.8689, 0.377118, 1386.93, 0.0193745, 1383.0, 1359.0, 1432.0, 3.40253, 0.210343, 0.987823, 0.00228066, 74.5918, 0.557443, 1382.86, 0.0195827, 1383.0, 1348.0, 1417.0, 2.91524, 0.708463, 0.990475, 0.00462109, 0.601603532, 0.876323321, 0.17, 0.01, 0.05, 1.37, 2.01, 1.27, 0.27, 0.27, 67.86, 2.1, 2.16, 2.0
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.12509.cnf, 2920.0, 25231.0, 2920.0, 25231.0, 0.0, 0.0, 0.115730649, 1.0, 0.0, 1.0, 1.0, 0.0, 0.000762299, 0.455647837, 0.000684932, 0.004452055, 0.338700464, 0.0, 0.94165907, 0.947881574, 0.000762299, 0.216832264, 0.00031707, 0.00146645, 2.834393236, 0.671904203, 0.077991206, 0.25, 0.837837838, 2.784219805, 0.000643397, 0.256903371, 0.000198169, 0.001347549, 2.834393236, 0.939360311, 0.000643397, 0.256903371, 0.000198169, 0.001347549, 0.000372304, 2.107611842, 0.000198169, 0.011057826, 0.52696209, 0.315182618, 0.227281112, 0.007142857, 0.333333333, 0.342340958, 6.424455376, 0.076934158, 6.0, 7.0, 0.681689372, 168.852941176, 0.326919426, 64.0, 312.0, 254.0, 129.0, 183.0, 135.0, 157.0, 27.121512202, 0.117964141, 22.252941176, 35.078125, 32.165217391, 23.5, 28.659574468, 25.012738854, 26.485714286, 0.780436205, 0.131826482, 0.014584272, 0.92421883, 0.869650314, 0.657869527, 0.847299021, 0.749796837, 0.808759264, 0.014764688, 0.114325036, 0.00856224, 0.018692848, 0.016958925, 0.012565046, 0.016001635, 0.01361666, 0.014848311, 0.0, 0.0, 0.009246575, 0.195547945, 0.56369863, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 87.8519, 0.130767, 1081.57, 0.0252502, 1083.0, 1046.0, 1116.0, 2.45203, 0.165597, 0.980144, 0.0027765, 112.966, 0.468741, 1087.59, 0.0223852, 1086.0, 1054.0, 1115.0, 2.41591, 0.766055, 0.984955, 0.00874167, 0.322428471, 0.785648842, 0.09, 0.01, 0.03, 0.54, 2.01, 2.0, 0.18, 0.11, 60.44, 2.13, 2.17, 2.0
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.881.cnf, 3372.0, 31973.0, 3372.0, 31973.0, 0.0, 0.0, 0.105463985, 1.0, 0.0, 1.0, 1.0, 0.0, 0.000657175, 0.474271935, 0.00059312, 0.004448399, 0.297939023, 0.0, 0.950927345, 0.954211366, 0.000657175, 0.21101857, 0.000250211, 0.001219779, 2.891622994, 0.700996131, 0.067024371, 0.25, 0.846153846, 2.80301665, 0.000563346, 0.246165169, 0.000156382, 0.00112595, 2.891622994, 0.949801395, 0.000563346, 0.246165169, 0.000156382, 0.00112595, 0.000297064, 2.327531192, 0.000156382, 0.010696525, 0.45373576, 0.317960952, 0.210628144, 0.005830904, 0.333333333, 0.281203003, 6.151346332, 0.058261414, 6.0, 7.0, 0.425037347, 130.19047619, 0.29776551, 50.0, 219.0, 189.0, 94.0, 158.0, 110.0, 120.0, 26.002553116, 0.139594951, 19.44, 34.383333333, 31.130232558, 21.198198198, 28.59375, 23.651851852, 25.601851852, 0.803782765, 0.104548151, 0.102090888, 0.933090808, 0.882054793, 0.706639544, 0.857871803, 0.775293939, 0.822723427, 0.01474241, 0.114618923, 0.007628891, 0.018805868, 0.016923767, 0.012495613, 0.016000274, 0.013552382, 0.014796363, 0.0, 0.010972716, 0.059608541, 0.089264531, 0.206109134, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 81.9385, 0.246532, 1251.92, 0.127618, 1273.0, 1234.0, 1302.0, 2.82717, 0.212314, 0.983778, 0.0059456, 108.404, 0.505115, 1263.96, 0.0238208, 1264.0, 1230.0, 1297.0, 2.53978, 0.753479, 0.986419, 0.00733318, 0.411499368, 0.826484165, 0.13, 0.01, 0.04, 0.85, 2.01, 2.0, 0.19, 0.11, 15.72, 2.1, 2.12, 2.0
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.36835.cnf, 379.0, 2169.0, 376.0, 2169.0, 0.007978723, 0.0, 0.173351775, 0.991701245, 0.091477871, 0.0, 1.0, 0.048028953, 0.005992319, 0.35351122, 0.005319149, 0.018617021, 0.512998962, 0.0, 0.886583679, 0.919317658, 0.005992319, 0.199616956, 0.003227294, 0.009681881, 2.351302256, 0.51384659, 0.112822704, 0.0, 0.714285714, 2.428148924, 0.004620229, 0.257401995, 0.001844168, 0.008298755, 2.346006239, 0.868603043, 0.004598158, 0.262531674, 0.001844168, 0.008298755, 0.004011851, 1.255112076, 0.00230521, 0.03780544, 1.049962958, 0.29785189, 0.297493378, 0.024096386, 0.333333333, 0.851187137, 6.048, 0.046087967, 5.0, 7.0, 0.318801566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.65255402, 0.240760557, 0.005185414, 0.873454631, 0.808156401, 0.449533402, 0.754897871, 0.598447405, 0.691190796, 0.014557868, 0.170555784, 0.002398625, 0.017974156, 0.016845537, 0.012110813, 0.016108838, 0.013689577, 0.014998696, 0.0, 0.130319149, 0.42287234, 0.930851064, 0.930851064, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.6535, 0.375257, 131.292, 0.0720161, 131.0, 120.0, 143.0, 2.42556, 0.268767, 0.96811, 0.0217873, 18.6057, 0.477361, 130.883, 0.0712137, 131.0, 119.0, 143.0, 1.44646, 0.615202, 0.959051, 0.0217985, 0.599422983, 0.990228267, 0.0, 0.0, 0.0, 0.02, 0.05, 0.02, 0.01, 0.02, 59.98, 2.17, 2.27, 2.0
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.50980.cnf, 2472.0, 20926.0, 2472.0, 20926.0, 0.0, 0.0, 0.118130555, 1.0, 0.0, 1.0, 1.0, 0.0, 0.000902317, 0.450013312, 0.000809061, 0.004854369, 0.340457799, 0.0, 0.940265698, 0.94451878, 0.000902317, 0.195008484, 0.000334512, 0.00167256, 2.714104241, 0.669013696, 0.071199375, 0.142857143, 0.828571429, 2.686292036, 0.000758954, 0.231844524, 0.00019115, 0.001529198, 2.714104241, 0.938067476, 0.000758954, 0.231844524, 0.00019115, 0.001529198, 0.000448278, 2.032712306, 0.000238937, 0.011134474, 0.531003189, 0.314751058, 0.230346288, 0.008547009, 0.333333333, 0.342911856, 6.311074012, 0.073352493, 6.0, 7.0, 0.619957308, 174.428571429, 0.313842995, 65.0, 363.0, 258.0, 132.0, 201.0, 138.0, 160.0, 27.154972914, 0.139851398, 21.967213115, 36.6, 33.556338028, 22.988826816, 29.523415978, 23.391566265, 26.939393939, 0.780840305, 0.119095984, 0.079202757, 0.923426953, 0.865138196, 0.67537398, 0.839047905, 0.750638984, 0.802921784, 0.014868578, 0.109058974, 0.008796304, 0.018660954, 0.016912589, 0.012679705, 0.016057628, 0.013789428, 0.014972726, 0.0, 0.0, 0.011326861, 0.14684466, 0.34223301, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 81.9369, 1.47426, 905.676, 0.0987798, 915.0, 881.0, 941.0, 2.56561, 0.27138, 0.983081, 0.0388487, 77.3438, 0.537521, 908.922, 0.0253569, 902.5, 884.0, 936.0, 1.80572, 0.887806, 0.980649, 0.00876984, 0.501275255, 0.820561589, 0.07, 0.0, 0.02, 0.43, 2.01, 2.0, 0.13, 0.08, 10.47, 2.14, 2.14, 2.0
/ubc/cs/project/arrow/projects/Sat_Data/UBCSAT_INSTANCES/qcp/qcplin2006.42183.cnf, 848.0, 7509.0, 848.0, 7509.0, 0.0, 0.0, 0.112931149, 1.0, 0.0, 1.0, 1.0, 0.0, 0.002627979, 0.457979484, 0.002358491, 0.012971698, 0.315649691, 0.0, 0.945132508, 0.947662805, 0.002627979, 0.172952798, 0.001198562, 0.003995206, 2.636752204, 0.685970378, 0.059790069, 0.333333333, 0.8, 2.598758218, 0.002228458, 0.20395998, 0.000799041, 0.003595685, 2.636752204, 0.944866161, 0.002228458, 0.20395998, 0.000799041, 0.003595685, 0.001258312, 2.118848615, 0.000665868, 0.026368358, 0.471284004, 0.316477901, 0.220726784, 0.010050251, 0.333333333, 0.295606359, 5.629279811, 0.085800967, 5.0, 6.0, 0.659337865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.796527855, 0.091474488, 0.105937824, 0.898742731, 0.864147472, 0.705861214, 0.843530631, 0.770917008, 0.812889756, 0.015289781, 0.090610598, 0.011906781, 0.018475801, 0.017203207, 0.01347631, 0.016312679, 0.014279404, 0.015285307, 0.0, 0.0, 0.057783019, 0.379716981, 0.864386792, -512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.1317, 2.18877, 318.434, 0.0602266, 318.0, 302.0, 337.0, 2.97009, 0.202955, 0.98041, 0.0224503, 14.7709, 0.538277, 318.758, 0.0444828, 319.0, 299.0, 337.0, 1.87418, 0.481795, 0.981606, 0.0056738, 0.764588351, 0.995879132, 0.02, 0.0, 0.01, 0.16, 0.3, 0.02, 0.05, 0.05, 39.42, 2.09, 2.27, 2.0
